"crun","currID","force"
1697,"69886826","FORCE_45.96875_-89.84375"
1698,"70332793","FORCE_45.84375_-89.09375"
1699,"123398000","FORCE_46.21875_-89.40625"
1700,"69884804","FORCE_46.15625_-89.84375"
1701,"123148233","FORCE_46.21875_-89.78125"
1702,"123397678","FORCE_46.21875_-89.34375"
1703,"69884064","FORCE_46.21875_-89.65625"
1704,"70333293","FORCE_45.78125_-89.03125"
1705,"70331219","FORCE_46.03125_-89.40625"
1706,"70331101","FORCE_46.03125_-89.21875"
1707,"70331889","FORCE_45.96875_-89.59375"
1708,"70330507","FORCE_46.15625_-89.21875"
1709,"123398276","FORCE_46.15625_-89.40625"
1710,"123397112","FORCE_46.21875_-89.21875"
1711,"70334009","FORCE_45.78125_-89.46875"
1712,"77358122","FORCE_45.90625_-90.09375"
1713,"70333213","FORCE_45.84375_-89.03125"
1714,"123148198","FORCE_46.21875_-89.71875"
1715,"69884106","FORCE_46.21875_-90.09375"
1716,"69884268","FORCE_46.15625_-89.71875"
1717,"123397778","FORCE_46.21875_-89.15625"
1718,"70332207","FORCE_45.90625_-89.59375"
1719,"123397931","FORCE_46.21875_-89.53125"
1720,"70333007","FORCE_45.84375_-89.65625"
1721,"70333259","FORCE_45.84375_-89.34375"
1722,"77357628","FORCE_46.03125_-90.28125"
1723,"JAZ_10","FORCE_46.28125_-89.71875"
1724,"69886578","FORCE_46.03125_-90.03125"
1725,"70331411","FORCE_45.96875_-89.40625"
1726,"70332441","FORCE_45.90625_-89.90625"
1727,"70335193","FORCE_45.71875_-89.59375"
1728,"123397648","FORCE_46.21875_-89.21875"
1729,"69886484","FORCE_46.03125_-90.21875"
1730,"70330267","FORCE_46.15625_-89.34375"
1731,"123147924","FORCE_46.28125_-89.71875"
1732,"75473191","FORCE_45.90625_-88.90625"
1733,"69883978","FORCE_46.21875_-89.84375"
1734,"69886302","FORCE_46.03125_-89.71875"
1735,"70335185","FORCE_45.65625_-89.15625"
1736,"69884438","FORCE_46.15625_-89.96875"
1737,"70332123","FORCE_45.90625_-89.34375"
1738,"70332377","FORCE_45.90625_-89.21875"
1739,"69886918","FORCE_45.96875_-89.78125"
1740,"70332367","FORCE_45.90625_-89.71875"
1741,"123398034","FORCE_46.21875_-89.53125"
1742,"70332093","FORCE_45.96875_-89.71875"
1743,"70330231","FORCE_46.15625_-89.28125"
1744,"69883666","FORCE_46.28125_-89.96875"
1745,"123148210","FORCE_46.21875_-89.71875"
1746,"111861053","FORCE_46.15625_-89.03125"
1747,"69886646","FORCE_45.96875_-89.71875"
1748,"123397845","FORCE_46.21875_-89.40625"
1749,"70330499","FORCE_46.09375_-88.90625"
1750,"70332803","FORCE_45.84375_-89.34375"
1751,"69886524","FORCE_46.03125_-89.96875"
1752,"69885136","FORCE_46.09375_-89.53125"
1753,"JAZ_115","FORCE_46.09375_-89.46875"
1754,"123397310","FORCE_46.21875_-89.15625"
1755,"69884378","FORCE_46.15625_-89.78125"
1756,"69886568","FORCE_46.03125_-89.78125"
1757,"69886470","FORCE_46.03125_-89.90625"
1758,"70332391","FORCE_45.90625_-89.03125"
1759,"123397121","FORCE_46.28125_-89.53125"
1760,"123147885","FORCE_46.28125_-89.59375"
1761,"69884424","FORCE_46.15625_-89.96875"
1762,"123398065","FORCE_46.21875_-89.46875"
1763,"70332113","FORCE_45.90625_-89.40625"
1764,"123148082","FORCE_46.28125_-89.84375"
1765,"123396896","FORCE_46.28125_-89.21875"
1766,"69883614","FORCE_46.28125_-89.90625"
1767,"69884794","FORCE_46.15625_-90.15625"
1768,"69883630","FORCE_46.28125_-89.96875"
1769,"70330959","FORCE_46.03125_-89.09375"
1770,"77357732","FORCE_45.96875_-90.21875"
1771,"70331881","FORCE_45.96875_-89.46875"
1772,"70330895","FORCE_46.03125_-89.34375"
1773,"69885410","FORCE_46.09375_-89.96875"
1774,"70333211","FORCE_45.84375_-89.65625"
1775,"70331063","FORCE_46.03125_-89.15625"
1776,"70335335","FORCE_45.65625_-89.28125"
1777,"123147851","FORCE_46.28125_-89.65625"
1778,"123147905","FORCE_46.28125_-89.84375"
1779,"70334355","FORCE_45.71875_-89.15625"
1780,"70335677","FORCE_45.65625_-89.65625"
1781,"70330713","FORCE_46.09375_-89.21875"
1782,"70335999","FORCE_45.59375_-89.53125"
1783,"69884656","FORCE_46.15625_-90.03125"
1784,"JAZ_193","FORCE_45.78125_-89.34375"
1785,"69884496","FORCE_46.15625_-89.53125"
1786,"70330833","FORCE_46.03125_-89.09375"
1787,"70333849","FORCE_45.78125_-89.84375"
1788,"69886018","FORCE_46.09375_-90.28125"
1789,"70333739","FORCE_45.78125_-89.53125"
1790,"JAZ_20","FORCE_46.28125_-89.46875"
1791,"70336109","FORCE_45.59375_-89.40625"
1792,"69883808","FORCE_46.28125_-90.03125"
1793,"70332915","FORCE_45.84375_-89.90625"
1794,"123148221","FORCE_46.21875_-89.59375"
1795,"70330637","FORCE_46.09375_-89.28125"
1796,"69885392","FORCE_46.09375_-89.59375"
1797,"123397496","FORCE_46.21875_-89.40625"
1798,"70334575","FORCE_45.71875_-89.59375"
1799,"70331359","FORCE_45.96875_-89.34375"
1800,"70333705","FORCE_45.78125_-89.71875"
1801,"111861399","FORCE_46.03125_-88.90625"
1802,"70331781","FORCE_45.96875_-89.21875"
1803,"70336139","FORCE_45.59375_-89.59375"
1804,"75473587","FORCE_45.90625_-88.96875"
1805,"69885866","FORCE_46.09375_-89.78125"
1806,"70331407","FORCE_45.96875_-89.40625"
1807,"123148229","FORCE_46.21875_-89.71875"
1808,"70333643","FORCE_45.78125_-89.71875"
1809,"70336305","FORCE_45.59375_-89.46875"
1810,"123148044","FORCE_46.21875_-89.59375"
1811,"70330969","FORCE_46.03125_-89.40625"
1812,"70332203","FORCE_45.90625_-89.40625"
1813,"70332655","FORCE_45.90625_-89.59375"
1814,"123397471","FORCE_46.21875_-89.09375"
1815,"69886818","FORCE_45.96875_-90.21875"
1816,"123147999","FORCE_46.28125_-89.71875"
1817,"70332285","FORCE_45.90625_-89.15625"
1818,"JAZ_167","FORCE_45.96875_-89.96875"
1819,"70331939","FORCE_45.96875_-89.53125"
1820,"69885128","FORCE_46.15625_-90.09375"
1821,"70334085","FORCE_45.78125_-89.46875"
1822,"69884164","FORCE_46.21875_-89.65625"
1823,"77357840","FORCE_45.96875_-90.09375"
1824,"69885534","FORCE_46.09375_-89.71875"
1825,"70333735","FORCE_45.78125_-89.78125"
1826,"70336049","FORCE_45.59375_-89.34375"
1827,"70333951","FORCE_45.78125_-89.65625"
1828,"70335351","FORCE_45.65625_-89.21875"
1829,"123398088","FORCE_46.21875_-89.46875"
1830,"123147840","FORCE_46.28125_-89.65625"
1831,"70330399","FORCE_46.15625_-89.28125"
1832,"70331493","FORCE_45.96875_-89.46875"
1833,"70331007","FORCE_46.03125_-89.15625"
1834,"123148158","FORCE_46.21875_-89.53125"
1835,"70335275","FORCE_45.65625_-89.46875"
1836,"70333663","FORCE_45.78125_-89.71875"
1837,"69884564","FORCE_46.15625_-89.96875"
1838,"70330265","FORCE_46.15625_-89.28125"
1839,"69885820","FORCE_46.03125_-89.53125"
1840,"70336035","FORCE_45.59375_-89.53125"
1841,"123397599","FORCE_46.21875_-89.46875"
1842,"70333719","FORCE_45.78125_-89.65625"
1843,"123397237","FORCE_46.21875_-89.15625"
1844,"70334245","FORCE_45.78125_-89.71875"
1845,"70331989","FORCE_45.96875_-89.71875"
1846,"70334907","FORCE_45.71875_-89.71875"
1847,"123147989","FORCE_46.28125_-89.65625"
1848,"69884962","FORCE_46.15625_-90.03125"
1849,"70330781","FORCE_46.09375_-89.34375"
1850,"70335157","FORCE_45.65625_-89.40625"
1851,"70331285","FORCE_45.96875_-89.15625"
1852,"70333429","FORCE_45.84375_-89.65625"
1853,"70331283","FORCE_46.03125_-89.46875"
1854,"70331143","FORCE_46.03125_-89.46875"
1855,"123397803","FORCE_46.21875_-89.34375"
1856,"69885550","FORCE_46.09375_-89.90625"
1857,"70333077","FORCE_45.84375_-89.78125"
1858,"123397504","FORCE_46.21875_-89.53125"
1859,"70331379","FORCE_45.96875_-89.28125"
1860,"70332037","FORCE_45.90625_-89.09375"
1861,"70333677","FORCE_45.78125_-89.78125"
1862,"70331741","FORCE_45.96875_-89.21875"
1863,"70332255","FORCE_45.90625_-89.34375"
1864,"70332291","FORCE_45.90625_-89.15625"
1865,"69886910","FORCE_45.96875_-89.90625"
1866,"70330451","FORCE_46.15625_-89.34375"
1867,"70332323","FORCE_45.90625_-89.65625"
1868,"JAZ_108","FORCE_46.09375_-89.34375"
1869,"123148207","FORCE_46.21875_-89.78125"
1870,"69885028","FORCE_46.15625_-89.84375"
1871,"70330849","FORCE_46.03125_-89.03125"
1872,"70330733","FORCE_46.09375_-89.09375"
1873,"70332675","FORCE_45.90625_-89.65625"
1874,"69886952","FORCE_45.96875_-89.90625"
1875,"123397753","FORCE_46.21875_-89.46875"
1876,"123398182","FORCE_46.15625_-89.46875"
1877,"70331731","FORCE_45.96875_-89.28125"
1878,"123147832","FORCE_46.28125_-89.84375"
1879,"70334549","FORCE_45.71875_-89.59375"
1880,"77357880","FORCE_45.96875_-89.96875"
1881,"69886762","FORCE_46.03125_-90.15625"
1882,"69884234","FORCE_46.15625_-89.65625"
1883,"69885252","FORCE_46.09375_-89.53125"
1884,"69886554","FORCE_46.03125_-90.03125"
1885,"70335365","FORCE_45.65625_-89.46875"
1886,"70330385","FORCE_46.15625_-89.28125"
1887,"69886244","FORCE_46.03125_-89.96875"
1888,"123148197","FORCE_46.21875_-89.65625"
1889,"69885294","FORCE_46.09375_-89.90625"
1890,"JAZ_246","FORCE_45.65625_-89.40625"
1891,"123148190","FORCE_46.21875_-89.71875"
1892,"70330245","FORCE_46.15625_-89.28125"
1893,"70330523","FORCE_46.15625_-89.34375"
1894,"123396850","FORCE_46.28125_-89.40625"
1895,"69886602","FORCE_46.03125_-90.03125"
1896,"123397914","FORCE_46.21875_-89.46875"
1897,"70330961","FORCE_46.03125_-89.09375"
1898,"69885846","FORCE_46.09375_-89.96875"
1899,"123148042","FORCE_46.28125_-89.59375"
1900,"77357896","FORCE_45.96875_-90.03125"
1901,"69885458","FORCE_46.09375_-90.15625"
1902,"123147988","FORCE_46.28125_-89.59375"
1903,"70333415","FORCE_45.84375_-89.71875"
1904,"123148159","FORCE_46.21875_-89.65625"
1905,"123397798","FORCE_46.21875_-89.53125"
1906,"70334937","FORCE_45.71875_-89.40625"
1907,"69885666","FORCE_46.09375_-89.90625"
1908,"123397367","FORCE_46.21875_-89.15625"
1909,"123397681","FORCE_46.21875_-89.40625"
1910,"69883676","FORCE_46.28125_-89.96875"
1911,"70330349","FORCE_46.15625_-89.21875"
1912,"70331107","FORCE_46.03125_-89.53125"
1913,"70332991","FORCE_45.84375_-89.78125"
1914,"77357790","FORCE_45.96875_-90.03125"
1915,"77357858","FORCE_45.96875_-90.15625"
1916,"69884840","FORCE_46.15625_-90.15625"
1917,"70332473","FORCE_45.90625_-89.59375"
1918,"69885052","FORCE_46.15625_-89.90625"
1919,"70330763","FORCE_46.09375_-89.28125"
1920,"77357916","FORCE_45.96875_-89.96875"
1921,"70330293","FORCE_46.15625_-89.03125"
1922,"70336019","FORCE_45.59375_-89.34375"
1923,"123397919","FORCE_46.21875_-89.34375"
1924,"70332871","FORCE_45.90625_-89.84375"
1925,"69884072","FORCE_46.21875_-89.65625"
1926,"69885154","FORCE_46.15625_-90.09375"
1927,"77357882","FORCE_45.96875_-90.03125"
1928,"123147968","FORCE_46.28125_-89.71875"
1929,"69884116","FORCE_46.21875_-89.65625"
1930,"69886032","FORCE_46.03125_-89.78125"
1931,"70331867","FORCE_45.96875_-89.71875"
1932,"123397510","FORCE_46.21875_-89.40625"
1933,"70333043","FORCE_45.84375_-89.53125"
1934,"123147803","FORCE_46.28125_-89.78125"
1935,"70332149","FORCE_45.90625_-89.71875"
1936,"123397443","FORCE_46.21875_-89.40625"
1937,"123147900","FORCE_46.28125_-89.65625"
1938,"70335825","FORCE_45.59375_-89.34375"
1939,"77357982","FORCE_45.96875_-89.96875"
1940,"69886856","FORCE_45.96875_-89.90625"
1941,"70333633","FORCE_45.78125_-89.53125"
1942,"70334647","FORCE_45.71875_-89.78125"
1943,"70338361","FORCE_45.90625_-89.46875"
1944,"123148176","FORCE_46.21875_-89.59375"
1945,"70333205","FORCE_45.84375_-89.71875"
1946,"77358136","FORCE_45.90625_-89.90625"
1947,"70332957","FORCE_45.84375_-89.21875"
1948,"69886644","FORCE_45.96875_-89.71875"
1949,"70334163","FORCE_45.78125_-89.59375"
1950,"70335383","FORCE_45.65625_-89.53125"
1951,"77358084","FORCE_45.90625_-89.96875"
1952,"70333255","FORCE_45.84375_-89.15625"
1953,"123147985","FORCE_46.28125_-89.65625"
1954,"69883896","FORCE_46.21875_-90.03125"
1955,"69884342","FORCE_46.21875_-90.03125"
1956,"75473409","FORCE_45.90625_-89.03125"
1957,"69886734","FORCE_45.96875_-89.59375"
1958,"JAZ_61","FORCE_46.15625_-90.09375"
1959,"70331653","FORCE_45.96875_-89.71875"
1960,"69885064","FORCE_46.15625_-90.15625"
1961,"70335755","FORCE_45.65625_-89.34375"
1962,"69883708","FORCE_46.28125_-89.90625"
1963,"JAZ_233","FORCE_45.71875_-89.21875"
1964,"69884628","FORCE_46.15625_-89.59375"
1965,"123397499","FORCE_46.21875_-89.46875"
1966,"70332163","FORCE_45.90625_-89.34375"
1967,"JAZ_96","FORCE_46.09375_-89.90625"
1968,"69884408","FORCE_46.15625_-89.78125"
1969,"70332593","FORCE_45.90625_-89.59375"
1970,"69884600","FORCE_46.15625_-90.15625"
1971,"77357786","FORCE_45.96875_-90.15625"
1972,"77357670","FORCE_46.03125_-90.28125"
1973,"69886202","FORCE_46.03125_-89.59375"
1974,"70333437","FORCE_45.78125_-89.28125"
1975,"69885654","FORCE_46.03125_-89.46875"
1976,"123397546","FORCE_46.21875_-89.34375"
1977,"70336027","FORCE_45.59375_-89.53125"
1978,"70333383","FORCE_45.84375_-89.65625"
1979,"JAZ_253","FORCE_45.65625_-89.28125"
1980,"69885130","FORCE_46.09375_-89.46875"
1981,"77357972","FORCE_45.96875_-89.96875"
1982,"JAZ_22","FORCE_46.28125_-89.34375"
1983,"JAZ_176","FORCE_45.84375_-89.40625"
1984,"70335075","FORCE_45.71875_-89.59375"
1985,"70331657","FORCE_45.96875_-89.21875"
1986,"123147963","FORCE_46.28125_-89.71875"
1987,"69885960","FORCE_46.09375_-90.21875"
1988,"70330241","FORCE_46.15625_-89.28125"
1989,"JAZ_206","FORCE_45.78125_-89.53125"
1990,"70333673","FORCE_45.78125_-89.09375"
1991,"69885158","FORCE_46.09375_-89.59375"
1992,"70334025","FORCE_45.71875_-89.15625"
1993,"123397880","FORCE_46.21875_-89.09375"
1994,"69885830","FORCE_46.09375_-89.71875"
1995,"JAZ_222","FORCE_45.71875_-89.65625"
1996,"111861455","FORCE_46.03125_-88.96875"
1997,"70333903","FORCE_45.78125_-89.84375"
1998,"70335319","FORCE_45.65625_-89.59375"
1999,"77357788","FORCE_45.96875_-90.15625"
2000,"70332623","FORCE_45.90625_-89.78125"
2001,"70333081","FORCE_45.84375_-89.59375"
2002,"70331351","FORCE_45.96875_-89.34375"
2003,"123148018","FORCE_46.28125_-89.78125"
2004,"77357864","FORCE_45.96875_-90.15625"
2005,"69885544","FORCE_46.09375_-90.15625"
2006,"70334639","FORCE_45.71875_-89.34375"
2007,"123148088","FORCE_46.21875_-89.65625"
2008,"70335485","FORCE_45.65625_-89.46875"
2009,"123148043","FORCE_46.28125_-89.65625"
2010,"70335887","FORCE_45.59375_-89.46875"
2011,"70333195","FORCE_45.84375_-89.59375"
2012,"69886886","FORCE_45.96875_-89.78125"
2013,"JAZ_146","FORCE_46.03125_-89.90625"
2014,"70332021","FORCE_45.90625_-89.21875"
2015,"70334405","FORCE_45.71875_-89.21875"
2016,"70335333","FORCE_45.65625_-89.46875"
2017,"70330759","FORCE_46.09375_-89.21875"
2018,"69886688","FORCE_45.96875_-89.65625"
2019,"70330595","FORCE_46.09375_-88.96875"
2020,"70335529","FORCE_45.65625_-89.59375"
2021,"JAZ_154","FORCE_46.03125_-90.15625"
2022,"70330301","FORCE_46.15625_-89.28125"
2023,"123147943","FORCE_46.28125_-89.71875"
2024,"70333273","FORCE_45.84375_-89.46875"
2025,"70331629","FORCE_45.96875_-89.15625"
2026,"70334179","FORCE_45.71875_-89.34375"
2027,"75473411","FORCE_45.90625_-88.96875"
2028,"70332825","FORCE_45.84375_-89.53125"
2029,"69883736","FORCE_46.28125_-89.96875"
2030,"70335371","FORCE_45.65625_-89.40625"
2031,"69886374","FORCE_46.03125_-89.65625"
2032,"123148168","FORCE_46.21875_-89.78125"
2033,"70333891","FORCE_45.78125_-89.53125"
2034,"69883998","FORCE_46.21875_-89.84375"
2035,"70335497","FORCE_45.65625_-89.65625"
2036,"70335629","FORCE_45.65625_-89.59375"
2037,"70334057","FORCE_45.78125_-89.53125"
2038,"70332395","FORCE_45.90625_-89.21875"
2039,"70332097","FORCE_45.90625_-89.09375"
2040,"70331981","FORCE_45.96875_-89.59375"
2041,"123148170","FORCE_46.21875_-89.59375"
2042,"69885322","FORCE_46.09375_-89.84375"
2043,"69885428","FORCE_46.09375_-89.53125"
2044,"JAZ_144","FORCE_46.03125_-89.71875"
2045,"70330153","FORCE_46.21875_-89.28125"
2046,"JAZ_74","FORCE_46.15625_-89.59375"
2047,"70332337","FORCE_45.90625_-89.21875"
2048,"70333247","FORCE_45.84375_-89.59375"
2049,"123398043","FORCE_46.15625_-89.21875"
2050,"70332045","FORCE_45.90625_-89.59375"
2051,"70331093","FORCE_46.03125_-89.15625"
2052,"70333305","FORCE_45.84375_-89.34375"
2053,"70331923","FORCE_45.96875_-89.59375"
2054,"70333167","FORCE_45.84375_-89.59375"
2055,"123389912","FORCE_46.15625_-89.40625"
2056,"JAZ_209","FORCE_45.78125_-89.40625"
2057,"70333597","FORCE_45.78125_-89.34375"
2058,"70335439","FORCE_45.65625_-89.40625"
2059,"70334645","FORCE_45.71875_-89.71875"
2060,"70333899","FORCE_45.78125_-89.15625"
2061,"123398213","FORCE_46.15625_-89.46875"
2062,"69885050","FORCE_46.15625_-89.90625"
2063,"70334003","FORCE_45.78125_-89.53125"
2064,"123397431","FORCE_46.21875_-89.15625"
2065,"69883776","FORCE_46.28125_-90.03125"
2066,"77357642","FORCE_46.03125_-90.15625"
2067,"69884136","FORCE_46.21875_-89.65625"
2068,"69884566","FORCE_46.15625_-89.65625"
2069,"70336093","FORCE_45.59375_-89.40625"
2070,"JAZ_43","FORCE_46.21875_-89.59375"
2071,"ZJH_4","FORCE_46.15625_-89.34375"
2072,"69887068","FORCE_45.90625_-89.90625"
2073,"69884802","FORCE_46.15625_-90.09375"
2074,"69885528","FORCE_46.09375_-89.96875"
2075,"70330275","FORCE_46.15625_-89.28125"
2076,"123397174","FORCE_46.21875_-89.28125"
2077,"123148199","FORCE_46.21875_-89.65625"
2078,"69884340","FORCE_46.15625_-89.65625"
2079,"123147910","FORCE_46.28125_-89.59375"
2080,"70330573","FORCE_46.09375_-89.15625"
2081,"123396816","FORCE_46.28125_-89.28125"
2082,"JAZ_201","FORCE_45.78125_-89.34375"
2083,"70335279","FORCE_45.65625_-89.53125"
2084,"123148037","FORCE_46.28125_-89.59375"
2085,"70336091","FORCE_45.59375_-89.40625"
2086,"123147824","FORCE_46.28125_-89.90625"
2087,"70335711","FORCE_45.65625_-89.59375"
2088,"70335307","FORCE_45.65625_-89.46875"
2089,"70332217","FORCE_45.90625_-89.40625"
2090,"123147953","FORCE_46.28125_-89.71875"
2091,"69887036","FORCE_45.90625_-89.90625"
2092,"123397862","FORCE_46.21875_-89.46875"
2093,"69885142","FORCE_46.09375_-89.84375"
2094,"69886346","FORCE_46.03125_-89.84375"
2095,"JAZ_210","FORCE_45.78125_-89.34375"
2096,"77357822","FORCE_45.96875_-90.15625"
2097,"69884814","FORCE_46.15625_-90.09375"
2098,"75473335","FORCE_45.90625_-88.96875"
2099,"70334643","FORCE_45.71875_-89.28125"
2100,"111861139","FORCE_46.09375_-88.96875"
2101,"123397160","FORCE_46.28125_-89.34375"
2102,"70331739","FORCE_45.96875_-89.65625"
2103,"70332589","FORCE_45.84375_-89.28125"
2104,"70330185","FORCE_46.21875_-89.34375"
2105,"69885566","FORCE_46.09375_-90.15625"
2106,"69885134","FORCE_46.09375_-89.59375"
2107,"70331475","FORCE_45.96875_-89.34375"
2108,"69886330","FORCE_46.03125_-90.15625"
2109,"123396734","FORCE_46.28125_-89.53125"
2110,"69884128","FORCE_46.21875_-89.78125"
2111,"70331511","FORCE_45.96875_-89.28125"
2112,"70332161","FORCE_45.90625_-89.40625"
2113,"JAZ_104","FORCE_46.15625_-89.40625"
2114,"77357664","FORCE_46.03125_-90.09375"
2115,"70335361","FORCE_45.65625_-89.21875"
2116,"123148280","FORCE_46.15625_-89.59375"
2117,"70331997","FORCE_45.90625_-89.34375"
2118,"69886162","FORCE_46.03125_-89.78125"
2119,"69884386","FORCE_46.15625_-89.78125"
2120,"70332477","FORCE_45.90625_-89.90625"
2121,"69886104","FORCE_46.03125_-89.71875"
2122,"70334367","FORCE_45.71875_-89.34375"
2123,"70332475","FORCE_45.90625_-89.28125"
2124,"69886410","FORCE_46.03125_-89.90625"
2125,"70334957","FORCE_45.71875_-89.65625"
2126,"70335001","FORCE_45.71875_-89.53125"
2127,"70333977","FORCE_45.78125_-89.84375"
2128,"70330597","FORCE_46.09375_-89.21875"
2129,"70332197","FORCE_45.90625_-89.59375"
2130,"70332245","FORCE_45.90625_-89.21875"
2131,"123397423","FORCE_46.21875_-89.34375"
2132,"70335843","FORCE_45.59375_-89.34375"
2133,"JAZ_131","FORCE_46.03125_-89.90625"
2134,"77357746","FORCE_45.96875_-90.15625"
2135,"70334533","FORCE_45.71875_-89.34375"
2136,"77357856","FORCE_45.96875_-89.96875"
2137,"70331033","FORCE_46.03125_-89.28125"
2138,"69886150","FORCE_46.03125_-89.84375"
2139,"69886530","FORCE_46.03125_-89.90625"
2140,"70333749","FORCE_45.78125_-89.71875"
2141,"70333689","FORCE_45.78125_-89.09375"
2142,"70335311","FORCE_45.65625_-89.21875"
2143,"70335975","FORCE_45.59375_-89.46875"
2144,"JAZ_76","FORCE_46.15625_-89.53125"
2145,"69884670","FORCE_46.15625_-89.53125"
2146,"70333171","FORCE_45.84375_-89.78125"
2147,"69886514","FORCE_46.03125_-89.71875"
2148,"123398159","FORCE_46.15625_-89.40625"
2149,"70333439","FORCE_45.84375_-89.78125"
2150,"JAZ_174","FORCE_45.90625_-89.65625"
2151,"70330757","FORCE_46.09375_-89.34375"
2152,"70332049","FORCE_45.90625_-89.53125"
2153,"JAZ_97","FORCE_46.15625_-89.90625"
2154,"70331169","FORCE_46.03125_-89.21875"
2155,"70334203","FORCE_45.71875_-89.46875"
2156,"JAZ_89","FORCE_46.15625_-90.03125"
2157,"123397234","FORCE_46.21875_-89.15625"
2158,"69884396","FORCE_46.21875_-90.09375"
2159,"123397312","FORCE_46.21875_-89.09375"
2160,"70332481","FORCE_45.90625_-89.90625"
2161,"77358128","FORCE_45.90625_-89.96875"
2162,"123147980","FORCE_46.28125_-89.71875"
2163,"123148183","FORCE_46.21875_-89.71875"
2164,"70333489","FORCE_45.78125_-89.46875"
2165,"70333637","FORCE_45.78125_-89.53125"
2166,"70330343","FORCE_46.15625_-89.21875"
2167,"70331003","FORCE_46.03125_-89.34375"
2168,"70332665","FORCE_45.84375_-89.09375"
2169,"69887034","FORCE_45.90625_-89.84375"
2170,"70330255","FORCE_46.15625_-89.21875"
2171,"69884568","FORCE_46.15625_-90.03125"
2172,"69884224","FORCE_46.15625_-89.59375"
2173,"70330603","FORCE_46.09375_-89.28125"
2174,"70334687","FORCE_45.71875_-89.65625"
2175,"69886996","FORCE_45.96875_-89.90625"
2176,"69886474","FORCE_46.03125_-89.65625"
2177,"70331537","FORCE_45.96875_-89.09375"
2178,"70331697","FORCE_45.96875_-89.15625"
2179,"69885104","FORCE_46.15625_-90.21875"
2180,"70331507","FORCE_45.96875_-89.21875"
2181,"69884696","FORCE_46.15625_-90.09375"
2182,"69886930","FORCE_45.96875_-89.78125"
2183,"70332213","FORCE_45.90625_-89.03125"
2184,"69885546","FORCE_46.09375_-90.15625"
2185,"70333621","FORCE_45.84375_-89.84375"
2186,"JAZ_173","FORCE_45.90625_-89.71875"
2187,"70333375","FORCE_45.84375_-89.59375"
2188,"69886682","FORCE_46.03125_-90.09375"
2189,"70334123","FORCE_45.78125_-89.40625"
2190,"70334775","FORCE_45.71875_-89.53125"
2191,"69886318","FORCE_46.03125_-90.15625"
2192,"123396753","FORCE_46.28125_-89.46875"
2193,"JAZ_218","FORCE_45.71875_-89.09375"
2194,"70331745","FORCE_45.96875_-89.40625"
2195,"70336311","FORCE_45.59375_-89.46875"
2196,"123147991","FORCE_46.28125_-89.59375"
2197,"69883654","FORCE_46.28125_-89.90625"
2198,"69885162","FORCE_46.09375_-89.59375"
2199,"70335523","FORCE_45.65625_-89.53125"
2200,"70336183","FORCE_45.59375_-89.40625"
2201,"123148205","FORCE_46.21875_-89.59375"
2202,"70333295","FORCE_45.84375_-89.59375"
2203,"JAZ_168","FORCE_45.90625_-88.96875"
2204,"123398219","FORCE_46.15625_-89.40625"
2205,"69886350","FORCE_46.03125_-89.59375"
2206,"123397759","FORCE_46.21875_-89.46875"
2207,"70333369","FORCE_45.78125_-89.28125"
2208,"70333045","FORCE_45.84375_-89.59375"
2209,"70333983","FORCE_45.78125_-89.28125"
2210,"69883856","FORCE_46.28125_-90.09375"
2211,"69886294","FORCE_46.03125_-89.59375"
2212,"70331977","FORCE_45.96875_-89.21875"
2213,"123397851","FORCE_46.21875_-89.15625"
2214,"123398170","FORCE_46.15625_-89.53125"
2215,"JAZ_94","FORCE_46.09375_-89.96875"
2216,"69885506","FORCE_46.09375_-89.71875"
2217,"123397940","FORCE_46.21875_-89.46875"
2218,"70336117","FORCE_45.59375_-89.40625"
2219,"70332977","FORCE_45.84375_-89.40625"
2220,"123397692","FORCE_46.21875_-89.15625"
2221,"JAZ_200","FORCE_45.78125_-89.40625"
2222,"69884104","FORCE_46.21875_-89.65625"
2223,"69883958","FORCE_46.21875_-90.03125"
2224,"69885924","FORCE_46.09375_-89.78125"
2225,"111861055","FORCE_46.15625_-89.03125"
2226,"70333791","FORCE_45.78125_-89.53125"
2227,"70335293","FORCE_45.65625_-89.53125"
2228,"77357892","FORCE_45.96875_-90.15625"
2229,"JAZ_29","FORCE_46.21875_-89.28125"
2230,"69886060","FORCE_46.09375_-90.28125"
2231,"70333683","FORCE_45.78125_-89.03125"
2232,"69884710","FORCE_46.15625_-89.71875"
2233,"69886300","FORCE_46.03125_-89.90625"
2234,"77357660","FORCE_46.03125_-90.15625"
2235,"69886472","FORCE_46.03125_-89.59375"
2236,"123397928","FORCE_46.21875_-89.46875"
2237,"70332325","FORCE_45.90625_-89.09375"
2238,"70333855","FORCE_45.78125_-89.84375"
2239,"70332373","FORCE_45.90625_-89.15625"
2240,"69885014","FORCE_46.15625_-89.78125"
2241,"70332855","FORCE_45.84375_-89.21875"
2242,"123397448","FORCE_46.21875_-89.15625"
2243,"69885152","FORCE_46.09375_-89.78125"
2244,"70331799","FORCE_45.96875_-89.46875"
2245,"69884574","FORCE_46.15625_-90.15625"
2246,"69885208","FORCE_46.15625_-90.15625"
2247,"70330813","FORCE_46.09375_-89.34375"
2248,"70333321","FORCE_45.84375_-89.28125"
2249,"123147977","FORCE_46.28125_-89.71875"
2250,"69884448","FORCE_46.15625_-89.65625"
2251,"70330305","FORCE_46.15625_-89.21875"
