FID_	OBJECTID	Id	Permanent_	GNIS_ID	Area_m2	WALA	NLCDV0	NLCDV11	NLCDV12	NLCDV21	NLCDV22	NLCDV23	NLCDV24	NLCDV31	NLCDV41	NLCDV42	NLCDV43	NLCDV52	NLCDV71	NLCDV81	NLCDV82	NLCDV90	NLCDV95	NLCDVSUM	percentWetland
NA	3221	0	70335887	1566535	852410.666	20.63264689	0	53	0	136	15	8	0	0	527	0	31	0	102	1	19	50	13	955	0.0698447893569845
NA	3222	0	70335889	1571955	3105006.809	28.81348679	0	265	0	216	8	0	7	0	2020	52	473	17	21	61	192	62	53	3447	0.0361407919547454
NA	3223	0	70335891	1563154	892496.8128	5.985379063	0	168	0	62	12	0	0	0	535	1	135	0	0	0	0	77	4	994	0.0980629539951574
NA	3224	0	70335893	1571209	100785.167	5.495894822	0	26	0	13	0	0	0	0	44	0	4	0	0	0	0	28	0	115	0.314606741573034
NA	3225	0	70335895	NA	374171.3323	3.068242138	0	148	0	0	0	0	0	0	182	0	39	23	0	0	0	20	0	412	0.0757575757575758
NA	3226	0	70335909	1574743	5432609.28	27.39874563	0	513	0	126	0	0	0	59	4260	0	292	13	129	43	345	236	29	6045	0.0479031091829356
NA	3228	0	70335925	NA	1981393.536	860.2416233	0	30	0	719	246	137	151	0	467	19	53	21	103	15	29	155	49	2194	0.0942698706099815
NA	3229	0	70335927	NA	1589015.99	316.9122962	0	0	0	606	33	0	0	0	938	11	36	3	39	0	28	65	2	1761	0.0380465644520159
NA	3230	0	70335929	1572660	177813.9018	4.019319978	0	50	0	17	0	0	0	0	131	0	0	0	0	0	0	0	0	198	0
NA	3231	0	70335935	1575461	246105.6092	11.12851082	0	64	0	21	0	0	0	0	30	18	47	1	0	0	0	38	52	271	0.434782608695652
NA	3232	0	70335943	NA	57853.80221	18.46512299	0	5	0	8	0	4	0	0	17	3	2	0	0	0	0	12	14	65	0.433333333333333
NA	3233	0	70335949	1576233	1362123.986	3.955630682	0	405	0	86	0	0	0	0	778	5	131	0	19	0	0	59	28	1511	0.0786618444846293
NA	3234	0	70335953	NA	350698.1093	102.0925536	0	4	0	31	8	0	0	0	156	6	131	23	10	0	1	0	17	387	0.0443864229765013
NA	3235	0	70335955	NA	101476.153	3.407598211	0	36	0	11	0	0	0	0	1	15	8	1	0	0	0	3	38	113	0.532467532467532
NA	3236	0	70335961	NA	308965.7692	12.21507382	0	38	0	63	5	0	0	0	121	16	19	14	12	0	58	0	0	346	0
NA	3237	0	70335963	1581554	81954217.27	78.24027654	0	7183	0	2837	117	5	10	101	52853	1147	9703	637	1265	302	3815	9156	1927	91058	0.132137108792846
NA	3238	0	70335967	1563524	23353060.03	9.360258667	0	5530	0	1459	94	0	7	59	12016	449	1880	218	265	191	1246	2430	100	25944	0.123934554717351
NA	3239	0	70335969	NA	3344.532623	7.473096824	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
NA	3240	0	70335971	1569155	2748334.069	59.0740337	0	471	0	127	0	0	0	0	1999	5	211	0	19	0	26	162	31	3051	0.0748062015503876
NA	3241	0	70335973	NA	4662.240535	6.832715506	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	4	0.75
NA	3242	0	70335975	NA	39833.75806	23.32911835	0	0	0	15	0	0	0	0	14	5	2	7	0	0	0	0	0	43	0
NA	3243	0	70335985	NA	3601056.112	466.9502087	0	330	0	293	25	0	7	0	2276	52	527	41	74	61	195	65	53	3999	0.0321613518669937
NA	3244	0	70335989	NA	48782.2701	17.32891278	0	0	0	6	0	0	0	0	29	1	3	3	0	0	0	6	5	53	0.207547169811321
NA	3245	0	70335991	NA	1413477.382	822.0486762	0	0	0	51	0	0	0	0	1203	5	118	0	121	0	0	64	11	1573	0.0476795931341386
NA	3246	0	70335995	NA	55764.60988	4.462014444	0	15	0	0	0	0	0	0	31	0	15	0	0	0	0	0	0	61	0
NA	3831	0	70335999	NA	29112.16167	4.610648801	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	8	0	33	0.242424242424242
NA	3247	0	70336007	1574735	80058.16064	3.560300968	0	24	0	12	0	0	0	0	51	0	0	0	0	0	0	3	0	90	0.0454545454545455
NA	3248	0	70336015	1566244	461363.6225	6.90241214	0	66	0	0	0	0	0	0	123	2	74	56	30	0	0	162	1	514	0.363839285714286
NA	3250	0	70336019	NA	427753.3687	42.32187179	0	9	0	0	0	0	0	31	113	17	69	0	19	0	0	201	11	470	0.459869848156182
NA	3251	0	70336021	NA	1304213.596	1146.159784	0	0	0	167	6	0	0	32	599	0	24	0	25	0	516	79	0	1448	0.0545580110497238
NA	3252	0	70336027	1565797	624813.3108	2.340543125	0	307	0	31	0	0	0	0	329	0	28	0	0	0	0	0	0	695	0
NA	3253	0	70336031	NA	153712.7693	27.60364433	0	10	0	15	0	0	0	0	70	2	11	0	0	0	3	61	0	172	0.376543209876543
NA	3254	0	70336035	1569588	337174.7897	4.188217095	0	93	0	34	0	0	0	0	200	0	32	0	0	0	0	16	0	375	0.0567375886524823
NA	3255	0	70336039	1566333	579539.5121	10.69372423	0	64	0	24	5	0	0	0	270	24	89	0	0	92	0	50	28	646	0.134020618556701
NA	3256	0	70336049	NA	25986.353	10.20411278	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	17	0	27	0.62962962962963
NA	3257	0	70336053	NA	327753.3678	313.4401491	0	0	0	0	0	0	0	0	142	33	168	4	8	0	0	6	0	361	0.0166204986149584
NA	3258	0	70336057	NA	317635.8174	1408.426567	0	0	0	0	0	0	0	0	140	26	167	4	8	0	0	4	0	349	0.0114613180515759
NA	3260	0	70336063	NA	29060.57773	8.813318181	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	8	12	33	0.606060606060606
NA	3261	0	70336065	1563734	492015.2307	6.721433072	0	81	0	0	0	0	0	0	145	31	146	2	0	0	0	135	9	549	0.307692307692308
NA	3262	0	70336073	1560761	251276.9562	6.185275792	0	49	0	4	0	0	0	0	130	6	56	21	0	0	0	16	0	282	0.0686695278969957
NA	3263	0	70336079	1581573	9469005.338	5.879115957	0	2377	0	863	87	5	0	45	4479	121	761	31	98	30	818	576	219	10510	0.0977499077831059
NA	3264	0	70336081	NA	468844.4615	79.97928138	0	7	0	27	0	0	0	0	26	32	52	5	5	0	0	198	167	519	0.712890625
NA	3265	0	70336083	NA	22408.11189	6.012295616	0	5	0	2	0	0	0	0	1	0	11	0	0	0	0	6	0	25	0.3
NA	3266	0	70336085	NA	4223.853386	27.89609532	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0.5
NA	3267	0	70336091	NA	599436.2883	282.8856047	0	0	0	15	1	0	0	0	250	22	225	6	0	0	0	116	28	663	0.217194570135747
NA	3268	0	70336093	NA	974569.1654	426.2392306	0	65	0	93	5	0	0	0	443	57	127	0	0	92	0	127	79	1088	0.201368523949169
NA	3269	0	70336099	1567826	111204.071	2.651499002	0	43	0	7	0	0	0	0	1	49	2	0	0	0	0	5	16	123	0.2625
NA	3270	0	70336103	NA	7714.548431	16.95651667	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	7	0.285714285714286
NA	3271	0	70336109	NA	103758.7813	28.88987258	0	5	0	14	0	0	0	0	57	4	10	0	0	0	0	19	9	118	0.247787610619469
NA	3272	0	70336111	NA	24273.63409	18.69662592	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	8	0	26	0.307692307692308
NA	3273	0	70336113	1568621	617106.1476	6.986159843	0	100	0	25	0	0	0	0	424	15	86	6	26	0	0	6	0	688	0.0102040816326531
NA	3274	0	70336117	1562325	945023.3768	3.940650098	0	278	0	28	0	0	0	0	141	162	293	0	0	0	0	138	8	1048	0.18961038961039
NA	3275	0	70336119	NA	35859.45172	6.588131981	0	6	0	0	0	0	0	0	23	0	2	0	0	0	0	11	0	42	0.305555555555556
NA	3276	0	70336131	1570565	2318739.157	13.4648988	0	254	0	162	0	0	0	0	1615	6	194	0	14	0	0	150	190	2585	0.145860145860146
NA	3277	0	70336135	1564942	275526.1661	8.219766712	0	31	0	0	0	0	0	0	252	0	13	0	0	0	0	9	0	305	0.0328467153284672
NA	3278	0	70336139	NA	5607.59268	4.931238937	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0
NA	3279	0	70336141	NA	16751.79356	3.779145746	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	3	0	19	0.157894736842105
NA	3280	0	70336143	NA	160962.7377	35.89291814	0	5	0	0	0	0	0	0	114	0	29	0	0	0	0	34	0	182	0.192090395480226
NA	3281	0	70336151	1564624	10626944.16	11.58326096	0	1766	0	685	38	0	7	0	4881	311	1254	173	122	116	629	1764	53	11799	0.181102362204724
NA	3282	0	70336153	NA	27446.71272	29.73870258	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	4	0	29	0.137931034482759
NA	3283	0	70336155	NA	195211.0864	17.63118034	0	5	0	0	0	0	0	0	159	5	26	0	0	0	0	23	0	218	0.107981220657277
NA	3284	0	70336177	NA	51037.60895	6.062578004	0	12	0	10	0	0	0	0	14	0	9	0	0	0	0	10	0	55	0.232558139534884
NA	3285	0	70336179	NA	254336.8941	4.017742638	0	74	0	0	0	0	0	0	192	0	2	0	0	0	0	13	0	281	0.0628019323671498
NA	3286	0	70336183	1563610	8731102.471	76.32232737	0	561	0	503	54	0	0	3	2864	588	2143	28	143	92	45	2032	655	9711	0.293661202185792
NA	3287	0	70336191	1568048	2523602.926	14.64742116	0	301	0	103	0	0	0	0	1335	124	333	42	10	42	104	406	0	2800	0.162464985994398
NA	3288	0	70336203	1566490	4730697.552	20.31400304	0	400	0	229	0	0	0	0	1468	327	1126	16	136	0	45	1143	367	5257	0.31089149680873
NA	3289	0	70336205	NA	43908.55643	2.505231052	0	24	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	49	0
NA	3290	0	70336207	NA	14626.2461	1.657597336	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17	1
NA	3291	0	70336211	1568559	1032718.686	3.953209971	0	317	0	49	0	0	0	0	674	0	80	5	6	0	0	15	0	1146	0.0180940892641737
NA	3292	0	70336213	1571751	1172593.867	83.12755583	0	17	0	47	0	0	0	0	699	0	47	205	89	0	16	180	5	1305	0.143633540372671
NA	3293	0	70336227	NA	747298.4788	105.5097054	0	6	0	17	0	0	0	0	490	13	117	0	102	0	0	78	5	828	0.100973236009732
NA	3294	0	70336243	NA	53032.72249	18.38105499	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	13	0	57	0.228070175438596
NA	3295	0	70336247	1565916	665927.3337	5.941118522	0	127	0	16	0	0	0	0	296	20	97	0	7	0	0	100	81	744	0.293354943273906
NA	3296	0	70336251	1563339	587961.3562	6.461065442	0	107	0	0	0	0	0	0	360	38	21	31	7	23	35	28	0	650	0.0515653775322284
NA	3297	0	70336257	NA	110634.608	65.05012153	0	0	0	0	0	0	0	0	75	0	23	0	0	0	0	24	0	122	0.19672131147541
NA	3298	0	70336261	1576938	6362986.974	18.13445928	0	750	0	277	30	0	0	0	4162	42	363	8	95	0	0	994	354	7075	0.213122529644269
NA	3299	0	70336263	NA	5714.450976	7.947850798	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	8	0.625
NA	3300	0	70336267	NA	585073.6776	238.8691462	0	20	0	13	0	0	0	0	62	11	196	6	0	0	0	313	29	650	0.542857142857143
NA	3301	0	70336269	NA	18504.6332	75.20056087	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	20	0.8
NA	3302	0	70336271	NA	865482.9132	313.1715071	0	7	0	39	0	0	0	0	526	27	184	0	50	0	0	96	41	970	0.142263759086189
NA	3303	0	70336273	NA	95575.94281	52.13400815	0	0	0	12	3	0	0	15	0	0	2	0	2	0	0	24	46	104	0.673076923076923
NA	3304	0	70336277	NA	277440.8754	268.1357244	0	0	0	73	28	0	0	0	64	21	13	0	22	0	0	63	23	307	0.280130293159609
NA	3305	0	70336283	NA	15012.59712	3.918183355	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	10	0	16	0.625
NA	3306	0	70336285	NA	5017.447054	9.477537484	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	6	0
NA	3307	0	70336289	NA	793697.5081	323.9809911	0	40	0	0	0	0	0	0	139	58	209	19	70	0	0	317	36	888	0.41627358490566
NA	3308	0	70336303	NA	403223.0807	246.0419676	0	0	0	7	0	0	0	0	28	13	15	68	0	0	304	8	3	446	0.0246636771300448
NA	3309	0	70336305	NA	9387.431513	44.22182888	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0
NA	3310	0	70336307	NA	450506.8236	411.2366117	0	0	0	7	0	0	0	0	34	13	15	68	0	0	341	12	11	501	0.0459081836327345
NA	3311	0	70336311	NA	265966.7727	640.616533	0	14	0	0	0	0	0	0	177	0	105	0	0	0	0	0	0	296	0
NA	3312	0	70336317	1563752	979539.549	4.987935952	0	205	0	38	8	0	0	15	136	19	48	11	10	0	0	203	394	1087	0.67687074829932
NA	3313	0	70336321	NA	89148.27227	44.69611423	0	0	0	0	0	0	0	0	20	0	7	0	41	0	0	31	0	99	0.313131313131313
NA	3314	0	70336333	NA	8729.002368	9.161668802	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	10	0.3
NA	3315	0	70336337	NA	51134.90299	17.76275566	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	32	0	58	0.551724137931034
NA	3316	0	70336347	NA	4197.971587	3.342860698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	1
NA	3317	0	70336351	NA	1371714.66	1002.324297	0	31	0	46	0	0	0	0	658	80	425	5	0	0	224	53	0	1522	0.0355466130114017
NA	3318	0	70336363	1567867	2179695.765	82.60835634	0	227	0	85	8	0	0	15	301	86	281	17	34	0	0	777	588	2419	0.62271897810219
NA	3319	0	70336385	NA	832294.5379	190.4159429	0	0	0	23	0	0	0	0	56	8	38	83	2	33	651	0	33	927	0.0355987055016181
NA	3320	0	70336387	NA	62418.11458	31.32652398	0	0	0	0	0	0	0	0	12	2	18	2	0	0	0	37	0	71	0.52112676056338
NA	3321	0	70338351	1620622	20048679.68	13.61395963	0	7440	0	339	0	0	0	5	4370	5418	3225	22	7	0	0	1448	0	22274	0.0976135904004314
NA	3322	0	70338353	1564274	6329941.926	12.74073813	0	1556	0	453	0	0	0	0	1482	163	1597	0	6	0	24	1739	13	7033	0.3198831477086
NA	3323	0	70338355	1567367	182510417.1	64.39779662	0	54610	0	9963	2055	866	412	45	65358	3699	34437	75	1324	170	1630	24945	3189	202778	0.189879056206468
NA	3324	0	70338361	1576448	2965294.343	3.521289926	0	1021	0	225	42	38	0	76	490	117	539	0	0	0	31	700	22	3301	0.316666666666667
NA	3325	0	73028649	NA	4826.931273	3.118006337	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	4	0.75
NA	3326	0	73028665	1568362	1074281.16	14.96348559	0	92	0	86	0	0	0	0	419	1	174	36	0	0	0	388	0	1196	0.351449275362319
NA	3327	0	73028697	NA	223588.2253	302.7405227	0	0	0	16	0	0	0	0	60	0	10	6	0	0	0	152	0	244	0.622950819672131
NA	3328	0	73028731	1571508	20869925.05	17.19861034	0	1793	0	1341	69	0	0	0	5239	597	1798	1242	5	0	42	10771	296	23193	0.51714953271028
NA	3329	0	75472977	NA	2494047.668	199.4768993	0	13	0	71	1	0	0	0	1785	0	247	54	0	0	0	597	0	2768	0.216696914700544
NA	3330	0	75473047	NA	154943.7194	54.58571449	0	0	0	21	0	0	0	0	135	0	13	0	0	0	0	0	0	169	0
NA	3331	0	75473051	1580214	1697582.225	9.248317529	0	205	0	13	0	0	0	0	1380	0	148	17	0	0	0	126	0	1889	0.0748218527315914
NA	3332	0	75473069	1579491	5622215.26	8.139662256	0	821	0	72	1	0	0	0	3761	0	402	77	0	0	31	1076	0	6241	0.198523985239852
NA	3333	0	75473073	NA	21223.28095	6.320437595	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	23	1
NA	3334	0	75473085	1580555	1593966.959	20.0732605	0	93	0	30	0	0	0	0	1389	0	91	18	0	0	0	148	0	1769	0.0883054892601432
NA	3335	0	75473113	NA	282852.2236	11.46999705	0	31	0	35	0	0	0	0	0	114	41	9	0	0	0	86	0	316	0.301754385964912
NA	3336	0	75473131	NA	165222.2234	38.02500599	0	6	0	0	0	0	0	0	17	0	102	1	0	0	0	59	0	185	0.329608938547486
NA	3337	0	75473143	NA	12522.73018	5.969178007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16	1
NA	3339	0	75473157	NA	14045.68129	39.08907819	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	1	2	16	0.1875
NA	3340	0	75473163	NA	2395626.322	134.9468269	0	235	0	48	0	0	0	0	1763	0	323	21	0	0	0	277	0	2667	0.113898026315789
NA	3341	0	75473175	NA	2188131.504	102.1525832	0	66	0	141	5	0	0	0	80	791	415	52	0	0	0	855	29	2434	0.373310810810811
NA	3342	0	75473191	NA	435805.8569	106.0601526	0	8	0	19	0	0	0	0	287	8	28	0	0	0	0	133	0	483	0.28
NA	3343	0	75473193	NA	40754.73211	11.67801846	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	39	0	47	0.928571428571429
NA	3344	0	75473203	NA	96273.3655	16.15660856	0	8	0	8	0	0	0	0	43	0	12	0	0	0	0	37	0	108	0.37
NA	3345	0	75473213	NA	2493728.235	39.6958335	0	140	0	141	5	0	0	0	174	791	481	52	0	0	0	962	29	2775	0.376091081593928
NA	3346	0	75473225	1579289	14010397.85	4.121733167	0	4118	0	571	11	0	0	0	5161	895	2023	121	0	0	0	2632	36	15568	0.233013100436681
NA	3347	0	75473241	NA	72983.58482	2.477040945	0	34	0	0	0	0	0	0	14	0	10	0	0	0	0	24	0	82	0.5
NA	3348	0	75473283	NA	63788.77554	11.79834644	0	6	0	0	0	0	0	0	20	0	7	3	0	0	0	37	0	73	0.552238805970149
NA	3349	0	75473289	NA	62610.7528	29.52160899	0	0	0	0	0	0	0	0	48	0	0	5	0	0	0	18	0	71	0.253521126760563
NA	3350	0	75473291	NA	53698.8667	12.76513616	0	6	0	0	0	0	0	0	20	0	10	0	0	0	0	23	0	59	0.433962264150943
NA	3351	0	75473301	1578846	373083.2003	3.135671119	0	133	0	0	0	0	0	0	150	0	64	0	0	0	0	65	0	412	0.232974910394265
NA	3352	0	75473303	NA	768092.1109	68.13009668	0	22	0	0	0	0	0	0	351	0	78	28	0	0	0	373	0	852	0.449397590361446
NA	3353	0	75473335	1579848	547615.3823	2.806796659	0	230	0	11	0	0	0	0	36	0	127	0	0	0	0	207	0	611	0.543307086614173
NA	3354	0	75473343	1580607	4810076.683	24.94357323	0	690	0	60	0	0	0	0	2614	0	782	35	0	0	0	1165	0	5346	0.250214776632302
NA	3355	0	75473371	1578904	31800317.84	6.300619671	0	11012	0	1113	11	0	0	0	11736	895	3908	231	5	0	0	6381	36	35328	0.263900312551407
NA	3356	0	75473385	1580684	1061267.621	27.76674577	0	227	0	27	0	0	0	0	361	0	278	0	0	0	0	289	0	1182	0.30261780104712
NA	3357	0	75473409	1579321	152149.9952	3.594152467	0	52	0	5	0	0	0	0	47	0	11	0	0	0	0	52	0	167	0.452173913043478
NA	3358	0	75473411	NA	213435.5016	7.248064136	0	43	0	22	0	0	0	0	26	0	85	0	0	0	0	63	0	239	0.321428571428571
NA	3359	0	75473449	1579505	176306.9829	4.218407285	0	49	0	21	0	0	0	0	66	0	2	0	0	0	0	57	0	195	0.39041095890411
NA	3360	0	75473481	1579785	943639.7474	3.622279628	0	307	0	43	0	0	0	0	197	4	225	0	0	0	0	274	0	1050	0.368775235531629
NA	3361	0	75473571	1580773	1755604.745	6.94520781	0	602	0	86	0	0	0	0	511	3	283	5	0	0	0	462	0	1952	0.342222222222222
NA	3362	0	75473577	1579393	1229151.377	6.976963793	0	200	0	49	0	0	0	0	843	0	59	20	0	0	0	198	0	1369	0.169375534644996
NA	3363	0	75473587	1579829	247655.531	4.946708507	0	58	0	0	0	0	0	0	207	0	9	0	0	0	0	1	0	275	0.00460829493087558
NA	3364	0	75473611	1579395	403002.4887	4.393809908	0	113	0	5	0	0	0	0	196	0	15	0	0	0	0	112	0	441	0.341463414634146
NA	3365	0	75473625	NA	1881682.481	198.4580993	0	615	0	86	0	0	0	0	549	3	292	5	0	0	0	542	0	2092	0.366960054163846
NA	3366	0	75473635	1579282	919750.4374	12.00213102	0	218	0	14	0	0	0	0	334	0	65	5	0	0	0	387	0	1023	0.480745341614907
NA	3367	0	75473645	1579732	317689.1374	7.337807094	0	54	0	5	0	0	0	0	160	0	34	22	0	0	0	81	0	356	0.268211920529801
NA	3368	0	75473661	NA	11648.58955	6.251899301	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0
NA	3369	0	75473675	NA	33152.02638	2.266612845	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	18	0	36	0.9
NA	3370	0	75474113	NA	1131504.204	598.0125847	0	2	0	31	0	0	0	0	21	6	73	3	0	0	0	1087	36	1259	0.893396976929197
NA	3371	0	77357620	NA	23118.88031	2.833463412	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	26	0.8
NA	3372	0	77357622	1564698	1094180.021	5.122698123	0	274	0	154	0	0	0	0	366	26	82	15	14	0	0	283	0	1214	0.301063829787234
NA	3373	0	77357624	1575290	278369.2454	2.932575043	0	115	0	9	0	0	0	0	99	0	35	5	0	0	0	47	0	310	0.241025641025641
NA	3374	0	77357626	NA	72495.23945	7.325269575	0	13	0	12	0	0	0	0	25	0	5	0	0	0	0	25	0	80	0.373134328358209
NA	3375	0	77357628	NA	947943.5418	903.4000569	0	2	0	0	0	0	0	0	525	0	0	46	0	0	0	455	17	1045	0.452540747842761
NA	3376	0	77357630	NA	42479.30515	3.434609948	0	11	0	1	0	0	0	0	19	0	2	0	0	0	0	13	0	46	0.371428571428571
NA	3377	0	77357632	NA	12070.32497	5.498293463	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	4	0	13	0.307692307692308
NA	3378	0	77357634	1574929	2400060.63	7.568065501	0	667	0	281	0	0	0	0	835	70	304	27	14	0	0	464	0	2662	0.232581453634085
NA	3379	0	77357636	1567425	234928.5151	12.09082052	0	33	0	52	0	0	0	0	140	8	23	0	0	0	0	6	0	262	0.0262008733624454
NA	3380	0	77357638	1570070	4697253.391	15.00127834	0	1166	0	436	6	0	0	0	1309	174	627	60	14	0	0	1411	12	5215	0.351444801185478
NA	3381	0	77357640	NA	5676.996097	8.609535279	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0
NA	3382	0	77357642	NA	39002.50374	11.41435541	0	6	0	10	0	0	0	0	11	3	13	0	0	0	0	0	0	43	0
NA	3383	0	77357644	1562959	1335146.012	4.936498094	0	358	0	103	5	0	0	0	565	10	93	65	0	0	0	290	0	1489	0.256410256410256
NA	3384	0	77357646	1570335	113218.7738	4.408282678	0	28	0	16	0	0	0	0	34	0	4	0	0	0	0	49	0	131	0.475728155339806
NA	3385	0	77357648	NA	8684.614771	2.997130886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	1
NA	3386	0	77357650	1575994	3341456.92	6.813620573	0	938	0	302	5	0	0	0	1353	30	326	106	8	0	0	641	8	3717	0.23353724361281
NA	3387	0	77357652	NA	3954492.92	272.6042351	0	43	0	6	0	0	0	0	1563	14	95	164	0	0	0	2305	201	4391	0.576356945722171
NA	3388	0	77357654	NA	88422.1419	11.24709444	0	15	0	6	0	0	0	0	19	0	1	0	0	0	0	57	0	98	0.686746987951807
NA	3389	0	77357656	NA	100199.3898	16.60070433	0	5	0	3	0	0	0	0	36	1	9	0	0	0	0	47	5	106	0.514851485148515
NA	3390	0	77357658	1568756	4699167.936	11.91425031	0	1390	0	310	5	0	0	0	1828	30	431	141	8	0	0	1071	8	5222	0.281576200417537
NA	3391	0	77357660	1570091	388922.1781	7.678141686	0	58	0	4	0	0	0	0	129	8	51	1	0	0	0	181	0	432	0.483957219251337
NA	3392	0	77357662	NA	249299.0703	101.7612372	0	9	0	12	0	0	0	0	75	4	10	0	0	0	0	158	4	272	0.615969581749049
NA	3393	0	77357664	1561404	2251885.24	6.878975422	0	453	0	46	0	0	0	0	392	73	143	45	0	0	0	1240	118	2510	0.660184735051045
NA	3394	0	77357668	1561270	607644.204	10.51471083	0	68	0	9	0	0	0	0	261	0	76	7	0	0	0	249	5	675	0.418451400329489
NA	3395	0	77357670	1566192	9178663.808	23.9316915	0	319	0	27	0	0	0	0	3146	68	217	313	0	0	0	5628	470	10188	0.617894416860878
NA	3396	0	77357672	1568332	1919075.783	10.09192985	0	227	0	94	0	0	0	0	1084	8	166	94	12	0	0	457	0	2142	0.238642297650131
NA	3397	0	77357674	NA	1466372.664	222.5579016	0	398	0	121	0	0	0	0	438	0	239	42	37	0	0	341	4	1620	0.282324058919804
NA	3398	0	77357676	1579844	1239826.466	3.73890618	0	391	0	121	0	0	0	0	358	0	164	38	37	0	0	258	4	1371	0.26734693877551
NA	3399	0	77357678	NA	231663.8794	24.79820775	0	11	0	0	0	0	0	0	4	9	50	8	0	0	0	174	0	256	0.710204081632653
NA	3401	0	77357694	NA	24485.91431	68.07914495	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	13	0	27	0.481481481481481
NA	3402	0	77357696	NA	6058.176135	18.85713736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	1
NA	3403	0	77357700	NA	166697.1298	6.745097808	0	23	0	0	0	0	0	0	41	12	76	8	0	0	0	28	0	188	0.16969696969697
NA	3404	0	77357706	NA	150565.1523	140.5282381	0	0	0	0	0	0	0	0	27	6	19	0	0	0	0	112	0	164	0.682926829268293
NA	3405	0	77357708	1581159	430760.5925	8.459347732	0	67	0	0	0	0	0	0	41	0	7	6	0	0	7	356	0	484	0.853717026378897
NA	3406	0	77357714	NA	4634.760187	2.291621563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	1
NA	3407	0	77357716	1578777	8168653.932	3.142124916	0	3289	0	31	0	0	0	0	2281	319	665	118	69	0	0	2284	22	9078	0.398341682501296
NA	3408	0	77357718	1579155	7367037.01	154.6445046	0	258	0	108	0	0	0	0	2390	377	1027	385	179	0	27	2986	443	8180	0.432845241100732
NA	3410	0	77357726	NA	254756.8085	94.00628047	0	0	0	0	0	0	0	0	214	8	5	5	0	0	0	51	0	283	0.180212014134276
NA	3411	0	77357728	NA	3674403.68	62.85960636	0	284	0	0	0	0	0	0	216	34	799	139	0	0	0	2526	88	4086	0.68753287743293
NA	3412	0	77357732	NA	378386.5602	180.0290063	0	0	0	0	0	0	0	0	292	0	23	0	0	0	0	103	0	418	0.246411483253589
NA	3413	0	77357736	1580635	1232469.192	27.31501545	0	220	0	0	0	0	0	0	641	67	97	5	0	0	0	335	0	1365	0.292576419213974
NA	3414	0	77357738	1578970	5804119.794	22.23664087	0	865	0	29	0	0	0	0	356	183	1267	190	0	0	0	3471	88	6449	0.637356733524355
NA	3415	0	77357740	NA	1639.488244	2.43585913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
NA	3416	0	77357744	NA	305848.9893	11.7863672	0	41	0	20	0	0	0	0	158	0	0	10	73	0	0	29	8	339	0.124161073825503
NA	3417	0	77357746	NA	6273.971098	4.413492476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	8	1
NA	3418	0	77357748	1580572	800865.9265	38.53318982	0	27	0	26	0	0	0	0	335	187	58	60	0	0	0	196	0	889	0.22737819025522
